"V1" "V2" "V3" "V4"
"1" 0.553059595426831 0.0736623606812474 0.256959254619617 0.116318789272305
"2" 0.553300823933435 0.0747946409025817 0.255794913682573 0.11610962148141
"3" 0.553486149248939 0.0759357573974289 0.254678545978246 0.115899547375386
"4" 0.553059595426831 0.0736623606812474 0.256959254619617 0.116318789272305
"5" 0.526953237544904 0.0571042108568572 0.261187218830749 0.15475533276749
"6" 0.528537174090516 0.0579190712569389 0.259107360890121 0.154436393762424
"7" 0.542881100625177 0.0666917238314867 0.25627495053339 0.134152225009946
"8" 0.529303620960749 0.0583281411997976 0.258092143639487 0.154276094199966
"9" 0.542881100625177 0.0666917238314867 0.25627495053339 0.134152225009946
"10" 0.553486149248939 0.0759357573974289 0.254678545978246 0.115899547375386
"11" 0.519910242067349 0.0538879216706835 0.270193981800395 0.156007854461573
"12" 0.506122314034455 0.048679669157569 0.267795001669063 0.177403015138913
"13" 0.514415405292992 0.0510375710801543 0.258480556079308 0.176066467547546
"14" 0.53005330112573 0.0587383067659168 0.257093141468686 0.154115250639667
"15" 0.543275592935729 0.067180913512425 0.255522685100647 0.134020808451199
"16" 0.553486149248939 0.0759357573974289 0.254678545978246 0.115899547375386
"17" 0.553696928812233 0.0782435623362747 0.252582813208755 0.115476695642738
"18" 0.509780803337995 0.0496888477295135 0.263694977585423 0.176835371347068
"19" 0.509780803337995 0.0496888477295135 0.263694977585423 0.176835371347068
"20" 0.51328245219971 0.0507000242291137 0.259757570869502 0.176259952701675
"21" 0.528537174090516 0.0579190712569389 0.259107360890121 0.154436393762424
"22" 0.542881100625177 0.0666917238314867 0.25627495053339 0.134152225009946
"23" 0.543654819031661 0.0676718363599874 0.254784296510485 0.133889048097866
"24" 0.543654819031661 0.0676718363599874 0.254784296510485 0.133889048097866
"25" 0.544368368156372 0.0686588250367886 0.253348298224467 0.133624508582371
"26" 0.545622099308429 0.0706529240828718 0.250633543878356 0.133091432730343
"27" 0.546165829579206 0.0716597427252876 0.24935149254684 0.132822935148667
"28" 0.546656482786605 0.0726728547333764 0.248117509875887 0.132553152604132
"29" 0.546882450664758 0.0731817142297298 0.247518051493111 0.132417783612402
"30" 0.553461748130386 0.0835509448880908 0.248475256812028 0.114512050169496
"31" 0.480837000969975 0.0412277276261342 0.275871920924946 0.202063350478945
"32" 0.485840771196605 0.0420612991911284 0.2706912415531 0.201406688059167
"33" 0.487475863920333 0.0423376110502188 0.269001339966558 0.20118518506289
"34" 0.487475863920333 0.0423376110502188 0.269001339966558 0.20118518506289
"35" 0.49228325555716 0.0431620043714395 0.264041739649702 0.200513000421699
"36" 0.512132453744617 0.050362727491426 0.261052213478342 0.176452605285615
"37" 0.526953237544904 0.0571042108568572 0.261187218830749 0.15475533276749
"38" 0.528537174090516 0.0579190712569389 0.259107360890121 0.154436393762424
"39" 0.541603782907448 0.0652346777408801 0.258617161938297 0.134544377413375
"40" 0.542471117841088 0.066204280210968 0.25704130753642 0.134283294411525
"41" 0.54401900289542 0.0681644784904985 0.254059571477384 0.133756947136698
"42" 0.553617536038167 0.077085480236421 0.253608412276003 0.115688571449408
"43" 0.553696928812233 0.0782435623362747 0.252582813208755 0.115476695642738
"44" 0.553696928812233 0.0782435623362747 0.252582813208755 0.115476695642738
"45" 0.546165829579206 0.0716597427252876 0.24935149254684 0.132822935148667
"46" 0.538359380693044 0.0641695779826268 0.245493348658336 0.151977692665992
"47" 0.538894241433762 0.0645948429368 0.244701033188885 0.151809882440553
"48" 0.546882450664758 0.0731817142297298 0.247518051493111 0.132417783612402
"49" 0.547485512524887 0.0747172144020518 0.24578749108552 0.132009781987541
"50" 0.547827324698343 0.0757480554533108 0.244688407231573 0.131736212616773
"51" 0.55282499715854 0.0871665431138901 0.246149938168369 0.113858521559201
"52" 0.490697057686452 0.0428879563035357 0.265676657228046 0.200738328781966
"53" 0.493853257453417 0.043435313194831 0.262425007467033 0.200286421884719
"54" 0.496944902522014 0.0439797465782336 0.259245785807821 0.199829565091932
"55" 0.51328245219971 0.0507000242291137 0.259757570869502 0.176259952701675
"56" 0.515531445075046 0.0513753768638488 0.257221017931376 0.175872160129729
"57" 0.517713322846793 0.0520517991147468 0.254753758933052 0.175481119105409
"58" 0.518779434667245 0.0523904317036151 0.253545727810152 0.175284405818988
"59" 0.520862701891726 0.0530685777872502 0.251180077562378 0.174888642758646
"60" 0.522881642969863 0.053747944637852 0.248880582548881 0.174489829843404
"61" 0.522881642969863 0.053747944637852 0.248880582548881 0.174489829843404
"62" 0.524837417085967 0.0544285823816371 0.246645956864662 0.174088043667734
"63" 0.526731204017852 0.0551105345817636 0.244474902392027 0.173683359008358
"64" 0.537810419957906 0.0637453539511165 0.246299185516156 0.152145040574821
"65" 0.539922429786541 0.0654484566711303 0.243156220266722 0.151472893275607
"66" 0.540416140143531 0.0658767841384453 0.242403352645263 0.151303723072761
"67" 0.541363747704344 0.0667364212153268 0.240935777889467 0.150964053190862
"68" 0.541818025401799 0.0671677051609476 0.240220708283828 0.150793561153426
"69" 0.542688476024214 0.0680331342244849 0.238827108328395 0.150451281422906
"70" 0.543509376416867 0.0689022770713765 0.237481049021446 0.150107297490311
"71" 0.548483336043363 0.0783486198621917 0.242121204429805 0.13104683966464
"72" 0.548670670908394 0.0793975892478931 0.241162823188296 0.130768916655417
"73" 0.548875505338441 0.0809797884269636 0.239794977307617 0.130349728926978
"74" 0.551472506107169 0.0920647443446776 0.243489309080341 0.112973440467813
"75" 0.55126763485541 0.0926821629777488 0.243188549902404 0.112861652264437
"76" 0.480176522855414 0.0377215248467266 0.257043278403695 0.225058673894164
"77" 0.484020459072179 0.0381395585046836 0.253323968396092 0.224516014027046
"78" 0.487809509585566 0.0385506543862847 0.249673155967558 0.223966680060591
"79" 0.49154366683904 0.0389548454031957 0.246090698225048 0.223410789532716
"80" 0.495222971206309 0.0393521765979646 0.242576388299775 0.222848463895951
"81" 0.498847508898301 0.0397427044147174 0.239129958496838 0.222279828190144
"82" 0.498847508898301 0.0397427044147174 0.239129958496838 0.222279828190144
"83" 0.510072602401401 0.0463954958651476 0.24581668540029 0.197715216333161
"84" 0.512819114258702 0.046925206649646 0.243022694735719 0.197232984355932
"85" 0.515505005619469 0.0474525100773862 0.240296004931779 0.196746479371365
"86" 0.518131018758775 0.047977492327622 0.237635682551129 0.196255806362474
"87" 0.528564201490922 0.0557938378671749 0.242366112010185 0.173275848631718
"88" 0.538894241433762 0.0645948429368 0.244701033188885 0.151809882440553
"89" 0.547485512524887 0.0747172144020518 0.24578749108552 0.132009781987541
"90" 0.548122927865762 0.0767843776441253 0.243631298619698 0.131461395870415
"91" 0.552955187513526 0.0865601401003785 0.246516632843468 0.113968039542628
"92" 0.552685682967752 0.0877743618145877 0.245791194696824 0.113748760520836
"93" 0.552215100017798 0.0896058431037399 0.244761059230558 0.113417997647904
"94" 0.552041382920317 0.0902188526517292 0.244432521909437 0.113307242518517
"95" 0.551669886048548 0.0914483529201408 0.243796794548498 0.113084966482814
"96" 0.548995456179943 0.0825712165721215 0.238505622769261 0.129927704478674
"97" 0.549017294618374 0.0831036194856429 0.238092683228532 0.129786402667451
"98" 0.550836194698645 0.0939198782867533 0.242606648683888 0.112637278330714
"99" 0.550610008563227 0.0945400721631818 0.242325232305406 0.112524686968185
