"V1" "V2" "V3" "V4"
"1" 0.500018438862309 0 0 0.499981561137691
"2" 0.488690486737211 0 0 0.511309513262789
"3" 0.477690133919544 0 0 0.522309866080456
"4" 0.46704101026809 0 0 0.53295898973191
"5" 0.456765554703829 0 0 0.543234445296171
"6" 0.446884926010401 0 0 0.553115073989599
"7" 0.437418922401999 0 0 0.562581077598001
"8" 0.428385910235013 0 0 0.571614089764987
"9" 0.419806269624193 5.12315848038002e-09 8.59621517055574e-08 0.580193639290497
"10" 0.411687768670558 3.15958469812388e-09 5.67797181866441e-08 0.588312171390139
"11" 0.404048273062239 1.94869808009139e-09 3.77457480920191e-08 0.595951687243315
"12" 0.396899889905848 1.19927611058905e-09 2.52369407440845e-08 0.603100083657935
"13" 0.390253083949467 7.34586552478663e-10 1.6961597114886e-08 0.60974689835435
"14" 0.38411666386471 4.46427503007118e-10 1.14547390315715e-08 0.615883324234124
"15" 0.378497778081268 2.68068932225425e-10 7.77097075876713e-09 0.621502213879692
"16" 0.373401919766762 1.58117336084907e-10 5.29507024153725e-09 0.626598074780051
"17" 0.368832940575486 9.07839937156851e-11 3.62372394976071e-09 0.631167055710006
"18" 0.364793072861323 4.99571069157345e-11 2.49083230379066e-09 0.635206924597887
"19" 0.361282959938694 2.55565837250864e-11 1.71984164696313e-09 0.638717038315907
"20" 0.358301693687712 1.12771628761092e-11 1.19303772234708e-09 0.641698305107974
"21" 0.355846859269169 3.18167237729286e-12 8.31600732518773e-10 0.644153139896049
"22" 0.353914586041399 0 5.82553670848049e-10 0.646085413376047
"23" 0.352499604447555 0 4.10167250357805e-10 0.647500395142278
"24" 0.351595307851966 0 2.90267320635773e-10 0.648404691857766
"25" 0.351193819118169 0 2.06447187094863e-10 0.648806180675383
"26" 0.351286061046869 0 1.4753683963117e-10 0.648713938805594
"27" 0.35186183006485 0 1.05906215026875e-10 0.648138169829244
"28" 0.352909872786917 0 7.63244630944761e-11 0.647090127136759
"29" 0.354417964523234 0 5.51910009340532e-11 0.645582035421575
"30" 0.356372989401969 0 4.00160579632033e-11 0.643627010558015
"31" 0.358761021435733 0 2.9069130863181e-11 0.641238978535198
"32" 0.361567406032357 0 2.11405527120555e-11 0.638432593946502
"33" 0.364776841390013 0 1.53794200343895e-11 0.635223158594608
"34" 0.36837345935678 0 1.1183243116814e-11 0.631626540632037
"35" 0.372340905237433 0 8.12244172450726e-12 0.627659094754444
"36" 0.376662416193089 0 5.88865076284442e-12 0.623337583801023
"37" 0.381279024807034 1.29373090372851e-07 4.75761075444355e-08 0.618720798243768
"38" 0.386264210817813 1.09633217572305e-07 4.25696542962975e-08 0.613735636979315
"39" 0.391550558525589 9.32609712092691e-08 3.83749118099306e-08 0.608449309838528
"40" 0.39712047619833 7.96364758303465e-08 3.48531151230032e-08 0.602879409312079
"41" 0.402956327790736 6.82631006065711e-08 3.18943107415998e-08 0.597043572051852
"42" 0.409040495287695 5.87406758385599e-08 2.94110100579752e-08 0.590959416560619
"43" 0.415355436502275 5.074829584894e-08 2.73351627813789e-08 0.584644485414266
"44" 0.421883739178686 4.40271734170695e-08 2.56144168996929e-08 0.578116191179724
"45" 0.428608171434328 3.83651437445607e-08 2.42079235526973e-08 0.571391765992604
"46" 0.435511728101811 3.35913183136189e-08 2.30870645092475e-08 0.564488215219806
"47" 0.442577674115585 2.95671530980625e-08 2.22339963805139e-08 0.557422274083266
"48" 0.449789584484702 2.6181519522347e-08 2.16424447566587e-08 0.550210367691333
"49" 0.457131381242239 2.33434210679697e-08 2.13164963389104e-08 0.542868574097844
