"V1" "V2" "V3" "V4"
"1" 0 0 0 1
"2" 0 0 0 1
"3" 0 0 0 1
"4" 0 0 0 1
"5" 0 0 0 1
"6" 0 0 0 1
"7" 0 2.63829453602699e-228 0 1
"8" 0 2.97045557233619e-213 0 1
"9" 0 8.36108913043367e-199 0 1
"10" 6.953355807835e-310 1.654760649561e-185 0 1
"11" 1.34655061688103e-292 2.40063492584662e-173 0 1
"12" 4.00833672001795e-292 1.32025049889796e-176 0 1
"13" 4.69351517028863e-309 2.56852658086922e-195 0 1
"14" 2.43367453274225e-309 4.18054456521683e-198 0 1
"15" 1.56645199638907e-305 2.24540967858326e-201 0 1
"16" 1.28164254250015e-305 8.37244375892196e-204 0 1
"17" 1.47236166281475e-275 9.27876986141373e-175 0 1
"18" 1.32591434661631e-234 2.50012477219217e-133 0 1
"19" 2.7401908044629e-198 2.00294252979828e-97 0 1
"20" 2.15519736564257e-187 1.0414028149946e-87 0 1
"21" 6.95976181637383e-188 1.15849691893524e-89 0 1
"22" 1.78529311181685e-177 2.25444684244787e-80 4.33677217458142e-249 1
"23" 3.01265844245326e-157 1.24429474635698e-60 0 1
"24" 1.2633237227261e-138 1.5383772536212e-42 4.04317461195219e-174 1
"25" 2.7090300818221e-130 1.40919849629378e-35 1.13805247973636e-159 1
"26" 3.18853533788968e-122 7.55184169445095e-29 1.007298057264e-145 1
"27" 1.89548276165781e-106 3.39888667206282e-16 2.15123615418292e-119 1
"28" 2.93693353133347e-107 6.33145522936602e-18 1.33022846818741e-121 1
"29" 9.8780784177223e-101 2.32452612131388e-14 3.36827709580291e-112 0.999999999999977
"30" 1.46990505204402e-109 1.89516690428535e-22 1.24688040098344e-127 1
"31" 1.68124982771695e-127 4.51201300878663e-41 6.11258656108396e-162 1
"32" 2.26916066091215e-111 1.00468375357337e-25 3.39827793626946e-132 1
"33" 2.20776001129048e-112 1.81083845633167e-27 1.08345905862842e-134 1
"34" 8.05872672577408e-105 6.23823977449011e-21 1.39011726069382e-121 1
"35" 1.07539012329462e-76 0.000418466433992388 8.72845544730843e-81 0.999581533566008
"36" 3.54098315623618e-59 0.0412100717542602 1.50755632558616e-62 0.95878992824574
"37" 4.52073829104741e-54 0.0445767493061648 1.99684809277072e-57 0.955423250693835
"38" 3.40354096424549e-49 0.0471995151219438 1.55083848494736e-52 0.952800484878056
"39" 1.12788466652422e-44 0.0498957749162582 5.37452328813248e-48 0.950104225083742
"40" 1.45827904717026e-32 0.0603408275186895 8.07649433948014e-36 0.93965917248131
"41" 1.0393130376842e-32 0.0601687592912854 5.86854244233192e-36 0.939831240708715
"42" 7.33372092910043e-33 0.059993057346518 4.22501426478384e-36 0.940006942653482
"43" 1.49499507184977e-29 0.0641798586852733 9.460242670192e-33 0.935820141314727
"44" 1.19003795002129e-29 0.0640420609529712 7.63508476581508e-33 0.935957939047029
"45" 1.28252163874333e-26 0.068748568365815 9.17266897567415e-30 0.931251431634185
"46" 1.26113033420374e-23 0.0745631649400561 9.86137102843006e-27 0.925436835059944
"47" 5.93978424519969e-21 0.0811847951330013 5.19618681134246e-24 0.918815204866999
"48" 4.16025203866872e-16 0.0989705006895518 4.57827709062933e-19 0.901029499310448
"49" 1.97835467475305e-10 0.142464043247849 3.36245135008185e-13 0.857535956553979
"50" 2.86659989770789e-12 0.123817386378662 4.28054607927991e-15 0.876182613618467
"51" 9.86597195229109e-11 0.139299696415676 1.78135222170253e-13 0.860700303485487
"52" 2.98532502276374e-09 0.159323391344997 6.43739069971111e-12 0.840676605663241
"53" 2.47848177347945e-09 0.158215926743391 5.43878438406836e-12 0.841784070772688
"54" 1.46485658116889e-09 0.155186193259306 3.37902805541442e-12 0.844813805272458
"55" 3.19377552944369e-08 0.178576801605096 8.87601696253802e-11 0.821423166368388
"56" 5.28866107012797e-06 0.241411379753699 2.17911766296973e-08 0.758583309794054
"57" 5.55383662267367e-06 0.242114769068482 2.27461555015268e-08 0.75787965434874
"58" 3.89739524476369e-06 0.237123834922799 1.66754119002062e-08 0.762872251006545
"59" 2.3961634939149e-05 0.271784454507935 1.30680776104346e-07 0.72819145317635
"60" 2.06205720003219e-05 0.269132200970807 1.14832374089845e-07 0.730847063624818
"61" 0.000550649611672686 0.359478106744825 4.73867714244436e-06 0.639966504966359
"62" 0.000488084777365021 0.356043506591438 4.29776730359487e-06 0.643464110863894
"63" 0.00166288040240665 0.403766642798108 1.8474296147222e-05 0.594552002503338
"64" 0.0042010906724525 0.447345260884445 6.08310290350016e-05 0.548392817414068
"65" 0.00366509777506551 0.442371649947562 5.51088549275526e-05 0.553908143422445
"66" 0.00828916155361503 0.484382423795004 0.000164562477928661 0.507163852173453
"67" 0.00214942351332414 0.423307423444725 3.71956311813968e-05 0.574505957410769
"68" 6.95247031768814e-05 0.307625005719711 8.63296140482764e-07 0.692304606280971
"69" 4.54665411283922e-07 0.216082106941571 4.17284142717093e-09 0.783917434220176
"70" 1.2311592560668e-08 0.178870155492185 1.03502240831964e-10 0.821129832092721
"71" 6.18795008829896e-09 0.173891711319532 5.60282399302244e-11 0.82610828243649
"72" 6.73267585808878e-08 0.196907610628885 7.74561113466753e-10 0.803092321269795
"73" 4.28861158170293e-08 0.192892013728125 5.19244421721376e-10 0.807107942866514
"74" 4.06583405087855e-07 0.219853527609236 6.2558536161925e-09 0.780146059551505
"75" 2.66434683513842e-06 0.249437281376881 5.35515568319794e-08 0.750560000724727
"76" 2.18287080174321e-06 0.246573141167179 4.50472312033463e-08 0.753424630914788
"77" 1.14869875621114e-05 0.279243075731728 3.15299167781614e-07 0.720745121981543
"78" 0.0170890104686426 0.544589314899543 0.200846736459818 0.237474938171997
"79" 0.0165809004863585 0.478161739623091 0.292395082426177 0.212862277464373
"80" 0.0161809443759433 0.441556762952071 0.340570672202874 0.201691620469112
"81" 0.00581074988037028 0.293750319894745 0.49163123736842 0.208807692856465
"82" 0.00475265174389397 0.308791019956971 0.462944710653202 0.223511617645933
"83" 0 0 0 1
"84" 0 0 0 1
"85" 0 0 0 1
"86" 0 0 0 1
"87" 0 0 0 1
"88" 0 1.68850850305727e-226 0 1
"89" 0 5.99322868869485e-195 0 1
"90" 0 1.48522778616809e-213 0 1
"91" 1.00497720660115e-310 1.58857022357856e-183 0 1
"92" 3.12912111050788e-278 4.20988373304074e-155 0 1
"93" 1.12801983968857e-259 2.50260386897888e-143 0 1
"94" 6.49869975311339e-274 1.02802592163685e-160 0 1
"95" 4.23280357633895e-289 4.28965735988313e-179 0 1
"96" 3.91213663873751e-289 1.78861239988105e-182 0 1
"97" 1.6376543598613e-305 1.37786503003973e-201 0 1
"98" 1.35284490597238e-305 1.35553851334927e-203 0 1
"99" 1.91068764907236e-247 2.86704555739892e-145 0 1
"100" 1.6018924287716e-209 6.2186172850869e-107 2.0020325196147e-306 1
"101" 1.0547021656378e-186 1.70804248939229e-84 0 1
"102" 3.0481141927164e-187 4.62007058752832e-87 0 1
