lon;lat;annual_mean_temp;annual_pp;annual_mean_temp_2080;annual_pp_2080;annual_mean_temp_2050;annual_pp_2050
-73.74506245;60.08517055;-7.7;0.439;-2.06987575;0.519345144;-4.251772917;45.39580817
-73.66172475;60.08517055;-7.6;0.437;-2.049651833;0.517454497;-4.236921333;45.29913408
-73.57838705;60.08517055;-7.6;0.436;-2.049651833;0.517454497;-4.236921333;45.29913408
-73.49504935;60.08517055;-7.5;0.436;-2.049651833;0.517454497;-4.236921333;45.29913408
-73.41171165;60.08517055;-7.7;0.44;-2.049651833;0.517454497;-4.236921333;45.29913408
-73.32837395;60.08517055;-7.8;0.443;-2.137299833;0.518237993;-4.314916917;45.39649367
-73.24503625;60.08517055;-7.8;0.446;-2.137299833;0.518237993;-4.314916917;45.39649367
-73.16169855;60.08517055;-7.8;0.445;-2.137299833;0.518237993;-4.314916917;45.39649367
-73.07836085;60.08517055;-7.7;0.444;-2.137299833;0.518237993;-4.314916917;45.39649367
-72.99502315;60.08517055;-7.6;0.44;-2.165536917;0.515784998;-4.352512417;45.20663458
-72.91168545;60.08517055;-7.5;0.438;-2.165536917;0.515784998;-4.352512417;45.20663458
-72.82834775;60.08517055;-7.8;0.447;-2.165536917;0.515784998;-4.352512417;45.20663458
-72.74501005;60.08517055;-7.8;0.446;-2.165536917;0.515784998;-4.352512417;45.20663458
-72.66167235;60.08517055;-7.5;0.438;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.57833465;60.08517055;-7.7;0.445;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.49499695;60.08517055;-7.8;0.448;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.41165925;60.08517055;-7.8;0.448;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.32832155;60.08517055;-7.7;0.447;-2.116295;0.503401285;-4.338433667;43.97071167
-72.24498385;60.08517055;-7.7;0.448;-2.116295;0.503401285;-4.338433667;43.97071167
-72.16164615;60.08517055;-7.7;0.447;-2.357696833;0.505822601;-4.579096333;44.07501858
-72.07830845;60.08517055;-7.6;0.446;-2.357696833;0.505822601;-4.579096333;44.07501858
-71.99497075;60.08517055;-7.6;0.445;-2.31688675;0.494626935;-4.542667583;43.02607325
-71.91163305;60.08517055;-7.5;0.444;-2.31688675;0.494626935;-4.542667583;43.02607325
-71.82829535;60.08517055;-7.4;0.441;-2.31688675;0.494626935;-4.542667583;43.02607325
-71.74495765;60.08517055;-7.3;0.439;-2.31688675;0.494626935;-4.542667583;43.02607325
-71.66161995;60.08517055;-7.4;0.441;-2.36189025;0.487914532;-4.58337775;42.35651758
-71.57828225;60.08517055;-7.3;0.439;-2.36189025;0.487914532;-4.58337775;42.35651758
-71.49494455;60.08517055;-7.2;0.437;-2.36189025;0.487914532;-4.58337775;42.35651758
-71.41160685;60.08517055;-7.2;0.438;-2.36189025;0.487914532;-4.58337775;42.35651758
-71.32826915;60.08517055;-7.2;0.439;-2.34122375;0.476910306;-4.5675605;41.37476883
-71.24493145;60.08517055;-7;0.433;-2.34122375;0.476910306;-4.5675605;41.37476883
-71.16159375;60.08517055;-7.2;0.438;-2.34122375;0.476910306;-4.5675605;41.37476883
-71.07825605;60.08517055;-7.2;0.439;-2.34122375;0.476910306;-4.5675605;41.37476883
-70.99491835;60.08517055;-7.1;0.438;-2.26867625;0.472000277;-4.506256167;40.99445608
-70.91158065;60.08517055;-7.2;0.44;-2.26867625;0.472000277;-4.506256167;40.99445608
-70.82824295;60.08517055;-7.2;0.44;-2.26867625;0.472000277;-4.506256167;40.99445608
-70.74490525;60.08517055;-7.2;0.441;-2.26867625;0.472000277;-4.506256167;40.99445608
-70.66156755;60.08517055;-7.1;0.438;-2.072603333;0.46904141;-4.325588583;40.66300492
-70.57822985;60.08517055;-7.1;0.439;-2.072603333;0.46904141;-4.325588583;40.66300492
-70.49489215;60.08517055;-7;0.438;-2.072603333;0.46904141;-4.325588583;40.66300492
-70.41155445;60.08517055;-7;0.437;-2.072603333;0.46904141;-4.325588583;40.66300492
-70.32821675;60.08517055;-7;0.438;-1.697524917;0.460460763;-3.973156167;39.84707925
-70.24487905;60.08517055;-7.1;0.441;-1.697524917;0.460460763;-3.973156167;39.84707925
-70.16154135;60.08517055;-7;0.439;-1.697524917;0.460460763;-3.973156167;39.84707925
-70.07820365;60.08517055;-6.8;0.435;-1.697524917;0.460460763;-3.973156167;39.84707925
-69.99486595;60.08517055;-6.7;0.432;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.91152825;60.08517055;-6.4;0.425;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.82819055;60.08517055;-6.3;0.423;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.74485285;60.08517055;-6.4;0.426;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.66151515;60.08517055;-6.3;0.423;-1.219851167;0.459242275;-3.509122167;39.45197542
-65.07794165;60.08517055;-5.6;0.47;-0.379799333;0.501774881;-2.556743167;44.06461033
-64.99460395;60.08517055;-5.6;0.472;-0.824527333;0.51750647;-3.025615083;45.337389
-64.91126625;60.08517055;-6.1;0.487;-0.824527333;0.51750647;-3.025615083;45.337389
-64.82792855;60.08517055;-6.4;0.498;-0.824527333;0.51750647;-3.025615083;45.337389
-64.74459085;60.08517055;-6.7;0.507;-0.824527333;0.51750647;-3.025615083;45.337389
-64.66125315;60.08517055;-7.1;0.521;-1.226816333;0.531541275;-3.442223583;46.59101942
-64.57791545;60.08517055;-6.9;0.517;-1.226816333;0.531541275;-3.442223583;46.59101942
-64.49457775;60.08517055;-6.5;0.507;-1.226816333;0.531541275;-3.442223583;46.59101942
-64.41124005;60.08517055;-5.9;0.491;-1.226816333;0.531541275;-3.442223583;46.59101942
-77.66193435;60.00183285;-7.1;0.4;-1.867485667;0.46665927;-4.05803475;39.75976817
-77.57859665;60.00183285;-7.1;0.4;-1.981023083;0.465824955;-4.113408833;39.76229908
-77.49525895;60.00183285;-7.1;0.401;-1.981023083;0.465824955;-4.113408833;39.76229908
-77.41192125;60.00183285;-7.1;0.403;-1.981023083;0.465824955;-4.113408833;39.76229908
-77.32858355;60.00183285;-7.1;0.403;-1.981023083;0.465824955;-4.113408833;39.76229908
-77.24524585;60.00183285;-7.1;0.402;-1.898896583;0.468366901;-4.039508417;40.19929025
-77.16190815;60.00183285;-7.1;0.404;-1.898896583;0.468366901;-4.039508417;40.19929025
-77.07857045;60.00183285;-7.1;0.404;-1.898896583;0.468366901;-4.039508417;40.19929025
-76.99523275;60.00183285;-7.2;0.407;-1.898896583;0.468366901;-4.039508417;40.19929025
-76.91189505;60.00183285;-7.2;0.408;-1.878320083;0.474985838;-4.026754917;40.82145267
-76.82855735;60.00183285;-7.2;0.407;-1.878320083;0.474985838;-4.026754917;40.82145267
-76.74521965;60.00183285;-7.2;0.409;-1.878320083;0.474985838;-4.026754917;40.82145267
-76.66188195;60.00183285;-7.4;0.414;-1.878320083;0.474985838;-4.026754917;40.82145267
-76.57854425;60.00183285;-7.4;0.416;-1.922996083;0.485252393;-4.079466917;41.7179415
-76.49520655;60.00183285;-7.4;0.417;-1.922996083;0.485252393;-4.079466917;41.7179415
-76.41186885;60.00183285;-7.4;0.416;-1.922996083;0.485252393;-4.079466917;41.7179415
-76.32853115;60.00183285;-7.5;0.419;-1.922996083;0.485252393;-4.079466917;41.7179415
-76.24519345;60.00183285;-7.4;0.419;-1.94879675;0.495293458;-4.105188167;42.64396508
-76.16185575;60.00183285;-7.4;0.418;-1.94879675;0.495293458;-4.105188167;42.64396508
-76.07851805;60.00183285;-7.3;0.417;-1.94879675;0.495293458;-4.105188167;42.64396508
-75.99518035;60.00183285;-7.4;0.419;-1.94879675;0.495293458;-4.105188167;42.64396508
-75.91184265;60.00183285;-7.4;0.42;-2.07051575;0.510399259;-4.229390083;44.09663242
-75.82850495;60.00183285;-7.4;0.421;-2.07051575;0.510399259;-4.229390083;44.09663242
-75.74516725;60.00183285;-7.4;0.422;-2.07051575;0.510399259;-4.229390083;44.09663242
-75.66182955;60.00183285;-7.5;0.425;-2.07051575;0.510399259;-4.229390083;44.09663242
-75.57849185;60.00183285;-7.5;0.425;-2.112057417;0.519195595;-4.272915667;45.05399325
-75.49515415;60.00183285;-7.5;0.424;-2.112057417;0.519195595;-4.272915667;45.05399325
-75.41181645;60.00183285;-7.4;0.425;-2.112057417;0.519195595;-4.272915667;45.05399325
-75.32847875;60.00183285;-7.5;0.427;-2.112057417;0.519195595;-4.272915667;45.05399325
-75.24514105;60.00183285;-7.4;0.426;-2.06873175;0.522061055;-4.235467583;45.42669558
-75.16180335;60.00183285;-7.5;0.427;-2.06873175;0.522061055;-4.235467583;45.42669558
-75.07846565;60.00183285;-7.6;0.431;-2.06873175;0.522061055;-4.235467583;45.42669558
-74.99512795;60.00183285;-7.6;0.433;-2.026157917;0.52260824;-4.200957833;45.52011375
-74.91179025;60.00183285;-7.7;0.435;-2.026157917;0.52260824;-4.200957833;45.52011375
-74.82845255;60.00183285;-7.6;0.433;-2.026157917;0.52260824;-4.200957833;45.52011375
-74.74511485;60.00183285;-7.6;0.434;-2.026157917;0.52260824;-4.200957833;45.52011375
-74.66177715;60.00183285;-7.6;0.435;-2.056404;0.524973585;-4.230100167;45.80991892
-74.57843945;60.00183285;-7.7;0.438;-2.056404;0.524973585;-4.230100167;45.80991892
-74.49510175;60.00183285;-7.7;0.438;-2.056404;0.524973585;-4.230100167;45.80991892
-74.41176405;60.00183285;-7.7;0.439;-2.056404;0.524973585;-4.230100167;45.80991892
-74.32842635;60.00183285;-7.7;0.438;-2.112017083;0.526520852;-4.280599917;46.04401083
-74.24508865;60.00183285;-7.6;0.437;-2.112017083;0.526520852;-4.280599917;46.04401083
-74.16175095;60.00183285;-7.6;0.438;-2.112017083;0.526520852;-4.280599917;46.04401083
-74.07841325;60.00183285;-7.6;0.439;-2.122359167;0.521834763;-4.2877575;45.36078717
-73.99507555;60.00183285;-7.6;0.438;-2.06987575;0.519345144;-4.251772917;45.39580817
-73.91173785;60.00183285;-7.5;0.437;-2.06987575;0.519345144;-4.251772917;45.39580817
-73.82840015;60.00183285;-7.5;0.438;-2.06987575;0.519345144;-4.251772917;45.39580817
-73.74506245;60.00183285;-7.5;0.437;-2.06987575;0.519345144;-4.251772917;45.39580817
-73.66172475;60.00183285;-7.5;0.437;-2.049651833;0.517454497;-4.236921333;45.29913408
-73.57838705;60.00183285;-7.5;0.438;-2.049651833;0.517454497;-4.236921333;45.29913408
-73.49504935;60.00183285;-7.5;0.437;-2.049651833;0.517454497;-4.236921333;45.29913408
-73.41171165;60.00183285;-7.5;0.439;-2.049651833;0.517454497;-4.236921333;45.29913408
-73.32837395;60.00183285;-7.6;0.442;-2.137299833;0.518237993;-4.314916917;45.39649367
-73.24503625;60.00183285;-7.6;0.444;-2.137299833;0.518237993;-4.314916917;45.39649367
-73.16169855;60.00183285;-7.6;0.443;-2.137299833;0.518237993;-4.314916917;45.39649367
-73.07836085;60.00183285;-7.5;0.441;-2.137299833;0.518237993;-4.314916917;45.39649367
-72.99502315;60.00183285;-7.7;0.447;-2.165536917;0.515784998;-4.352512417;45.20663458
-72.91168545;60.00183285;-7.8;0.45;-2.165536917;0.515784998;-4.352512417;45.20663458
-72.82834775;60.00183285;-7.8;0.449;-2.165536917;0.515784998;-4.352512417;45.20663458
-72.74501005;60.00183285;-7.7;0.447;-2.165536917;0.515784998;-4.352512417;45.20663458
-72.66167235;60.00183285;-7.4;0.44;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.57833465;60.00183285;-7.4;0.442;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.49499695;60.00183285;-7.7;0.449;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.41165925;60.00183285;-7.7;0.45;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.32832155;60.00183285;-7.6;0.449;-2.116295;0.503401285;-4.338433667;43.97071167
-72.24498385;60.00183285;-7.6;0.448;-2.116295;0.503401285;-4.338433667;43.97071167
-72.16164615;60.00183285;-7.6;0.447;-2.116295;0.503401285;-4.338433667;43.97071167
-72.07830845;60.00183285;-7.5;0.446;-2.116295;0.503401285;-4.338433667;43.97071167
-71.99497075;60.00183285;-7.5;0.446;-2.141361583;0.496767683;-4.368372583;43.33428592
-71.91163305;60.00183285;-7.2;0.44;-2.141361583;0.496767683;-4.368372583;43.33428592
-71.82829535;60.00183285;-7.1;0.436;-2.141361583;0.496767683;-4.368372583;43.33428592
-71.74495765;60.00183285;-7.1;0.436;-2.141361583;0.496767683;-4.368372583;43.33428592
-71.66161995;60.00183285;-7.1;0.436;-2.307719667;0.49490871;-4.536572;43.11767583
-71.57828225;60.00183285;-7.1;0.438;-2.307719667;0.49490871;-4.536572;43.11767583
-71.49494455;60.00183285;-7.1;0.44;-2.307719667;0.49490871;-4.536572;43.11767583
-71.41160685;60.00183285;-7.1;0.44;-2.307719667;0.49490871;-4.536572;43.11767583
-71.32826915;60.00183285;-7.1;0.439;-2.3450305;0.487456427;-4.578348833;42.43885658
-71.24493145;60.00183285;-7.1;0.439;-2.3450305;0.487456427;-4.578348833;42.43885658
-71.16159375;60.00183285;-6.9;0.436;-2.3450305;0.487456427;-4.578348833;42.43885658
-71.07825605;60.00183285;-6.9;0.434;-2.3450305;0.487456427;-4.578348833;42.43885658
-70.99491835;60.00183285;-6.9;0.436;-2.26867625;0.472000277;-4.506256167;40.99445608
-70.91158065;60.00183285;-6.9;0.436;-2.26867625;0.472000277;-4.506256167;40.99445608
-70.82824295;60.00183285;-6.9;0.438;-2.26867625;0.472000277;-4.506256167;40.99445608
-70.74490525;60.00183285;-6.9;0.439;-2.26867625;0.472000277;-4.506256167;40.99445608
-70.66156755;60.00183285;-6.9;0.437;-2.072603333;0.46904141;-4.325588583;40.66300492
-70.57822985;60.00183285;-7;0.441;-2.072603333;0.46904141;-4.325588583;40.66300492
-70.49489215;60.00183285;-6.9;0.44;-2.072603333;0.46904141;-4.325588583;40.66300492
-70.41155445;60.00183285;-6.6;0.432;-2.072603333;0.46904141;-4.325588583;40.66300492
-70.32821675;60.00183285;-6.6;0.431;-1.697524917;0.460460763;-3.973156167;39.84707925
-70.24487905;60.00183285;-6.5;0.431;-1.697524917;0.460460763;-3.973156167;39.84707925
-70.16154135;60.00183285;-6.5;0.432;-1.697524917;0.460460763;-3.973156167;39.84707925
-70.07820365;60.00183285;-6.6;0.435;-1.697524917;0.460460763;-3.973156167;39.84707925
-69.99486595;60.00183285;-6.7;0.436;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.91152825;60.00183285;-6.5;0.433;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.82819055;60.00183285;-6.3;0.427;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.74485285;60.00183285;-6.2;0.426;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.66151515;60.00183285;-6.2;0.426;-1.219851167;0.459242275;-3.509122167;39.45197542
-65.16127935;60.00183285;-5.6;0.473;-0.385332583;0.509445702;-2.550128917;44.74052192
-65.07794165;60.00183285;-5.6;0.475;-0.385332583;0.509445702;-2.550128917;44.74052192
-64.99460395;60.00183285;-5.7;0.48;-0.80054225;0.527539307;-2.990465417;46.21276767
-64.91126625;60.00183285;-6;0.489;-0.80054225;0.527539307;-2.990465417;46.21276767
-64.82792855;60.00183285;-6.3;0.501;-0.80054225;0.527539307;-2.990465417;46.21276767
-64.74459085;60.00183285;-6.4;0.505;-0.824527333;0.51750647;-3.025615083;45.337389
-64.66125315;60.00183285;-6.1;0.498;-1.226816333;0.531541275;-3.442223583;46.59101942
-64.57791545;60.00183285;-6.2;0.503;-1.226816333;0.531541275;-3.442223583;46.59101942
-64.49457775;60.00183285;-6.7;0.517;-1.226816333;0.531541275;-3.442223583;46.59101942
-64.41124005;60.00183285;-6.1;0.504;-1.226816333;0.531541275;-3.442223583;46.59101942
-77.41192125;59.91849515;-7.1;0.404;-1.89969375;0.472408153;-4.026331167;40.55540825
-77.32858355;59.91849515;-7.1;0.405;-1.89969375;0.472408153;-4.026331167;40.55540825
-77.24524585;59.91849515;-7.1;0.406;-1.89054075;0.474757632;-4.025483167;40.96429142
-77.16190815;59.91849515;-7.1;0.407;-1.89054075;0.474757632;-4.025483167;40.96429142
-77.07857045;59.91849515;-7.2;0.409;-1.89054075;0.474757632;-4.025483167;40.96429142
-76.99523275;59.91849515;-7.2;0.411;-1.89054075;0.474757632;-4.025483167;40.96429142
-76.91189505;59.91849515;-7.2;0.412;-2.012388333;0.488414617;-4.157569167;42.21846725
-76.82855735;59.91849515;-7.2;0.413;-2.012388333;0.488414617;-4.157569167;42.21846725
-76.74521965;59.91849515;-7.2;0.412;-2.012388333;0.488414617;-4.157569167;42.21846725
-76.66188195;59.91849515;-7.3;0.417;-1.878320083;0.474985838;-4.026754917;40.82145267
-76.57854425;59.91849515;-7.4;0.419;-1.922996083;0.485252393;-4.079466917;41.7179415
-76.49520655;59.91849515;-7.4;0.42;-1.922996083;0.485252393;-4.079466917;41.7179415
-76.41186885;59.91849515;-7.3;0.418;-1.922996083;0.485252393;-4.079466917;41.7179415
-76.32853115;59.91849515;-7.3;0.419;-1.922996083;0.485252393;-4.079466917;41.7179415
-76.24519345;59.91849515;-7.4;0.42;-1.94879675;0.495293458;-4.105188167;42.64396508
-76.16185575;59.91849515;-7.3;0.42;-1.94879675;0.495293458;-4.105188167;42.64396508
-76.07851805;59.91849515;-7.3;0.42;-1.94879675;0.495293458;-4.105188167;42.64396508
-75.99518035;59.91849515;-7.3;0.421;-1.94879675;0.495293458;-4.105188167;42.64396508
-75.91184265;59.91849515;-7.4;0.423;-2.07051575;0.510399259;-4.229390083;44.09663242
-75.82850495;59.91849515;-7.4;0.425;-2.07051575;0.510399259;-4.229390083;44.09663242
-75.74516725;59.91849515;-7.4;0.426;-2.07051575;0.510399259;-4.229390083;44.09663242
-75.66182955;59.91849515;-7.5;0.428;-2.112057417;0.519195595;-4.272915667;45.05399325
-75.57849185;59.91849515;-7.5;0.429;-2.112057417;0.519195595;-4.272915667;45.05399325
-75.49515415;59.91849515;-7.4;0.427;-2.112057417;0.519195595;-4.272915667;45.05399325
-75.41181645;59.91849515;-7.4;0.428;-2.112057417;0.519195595;-4.272915667;45.05399325
-75.32847875;59.91849515;-7.5;0.43;-2.06873175;0.522061055;-4.235467583;45.42669558
-75.24514105;59.91849515;-7.5;0.43;-2.06873175;0.522061055;-4.235467583;45.42669558
-75.16180335;59.91849515;-7.4;0.43;-2.06873175;0.522061055;-4.235467583;45.42669558
-75.07846565;59.91849515;-7.5;0.432;-2.06873175;0.522061055;-4.235467583;45.42669558
-74.99512795;59.91849515;-7.5;0.434;-2.026157917;0.52260824;-4.200957833;45.52011375
-74.91179025;59.91849515;-7.6;0.437;-2.026157917;0.52260824;-4.200957833;45.52011375
-74.82845255;59.91849515;-7.6;0.436;-2.026157917;0.52260824;-4.200957833;45.52011375
-74.74511485;59.91849515;-7.5;0.434;-2.026157917;0.52260824;-4.200957833;45.52011375
-74.66177715;59.91849515;-7.5;0.436;-2.056404;0.524973585;-4.230100167;45.80991892
-74.57843945;59.91849515;-7.5;0.436;-2.056404;0.524973585;-4.230100167;45.80991892
-74.49510175;59.91849515;-7.5;0.437;-2.056404;0.524973585;-4.230100167;45.80991892
-74.41176405;59.91849515;-7.6;0.439;-2.056404;0.524973585;-4.230100167;45.80991892
-74.32842635;59.91849515;-7.6;0.441;-2.112017083;0.526520852;-4.280599917;46.04401083
-74.24508865;59.91849515;-7.6;0.44;-2.112017083;0.526520852;-4.280599917;46.04401083
-74.16175095;59.91849515;-7.6;0.442;-2.112017083;0.526520852;-4.280599917;46.04401083
-74.07841325;59.91849515;-7.6;0.442;-2.112017083;0.526520852;-4.280599917;46.04401083
-73.99507555;59.91849515;-7.5;0.441;-2.060498167;0.525126401;-4.240216167;45.99108775
-73.91173785;59.91849515;-7.6;0.442;-2.060498167;0.525126401;-4.240216167;45.99108775
-73.82840015;59.91849515;-7.5;0.441;-2.060498167;0.525126401;-4.240216167;45.99108775
-73.74506245;59.91849515;-7.5;0.441;-2.060498167;0.525126401;-4.240216167;45.99108775
-73.66172475;59.91849515;-7.5;0.441;-2.046866833;0.524826953;-4.234682083;45.99380967
-73.57838705;59.91849515;-7.5;0.442;-2.046866833;0.524826953;-4.234682083;45.99380967
-73.49504935;59.91849515;-7.6;0.445;-2.046866833;0.524826953;-4.234682083;45.99380967
-73.41171165;59.91849515;-7.6;0.447;-2.046866833;0.524826953;-4.234682083;45.99380967
-73.32837395;59.91849515;-7.6;0.448;-2.159528083;0.527358526;-4.33867875;46.3190915
-73.24503625;59.91849515;-7.6;0.448;-2.159528083;0.527358526;-4.33867875;46.3190915
-73.16169855;59.91849515;-7.7;0.449;-2.159528083;0.527358526;-4.33867875;46.3190915
-73.07836085;59.91849515;-7.7;0.45;-2.159528083;0.527358526;-4.33867875;46.3190915
-72.99502315;59.91849515;-7.7;0.452;-2.155754333;0.524273949;-4.34246875;46.061327
-72.91168545;59.91849515;-7.7;0.453;-2.155754333;0.524273949;-4.34246875;46.061327
-72.82834775;59.91849515;-7.7;0.452;-2.155754333;0.524273949;-4.34246875;46.061327
-72.74501005;59.91849515;-7.6;0.451;-2.155754333;0.524273949;-4.34246875;46.061327
-72.66167235;59.91849515;-7.6;0.449;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.57833465;59.91849515;-7.4;0.444;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.49499695;59.91849515;-7;0.434;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.41165925;59.91849515;-7.1;0.438;-2.099873583;0.508991963;-4.312871083;44.52908375
-72.32832155;59.91849515;-7.1;0.438;-2.116295;0.503401285;-4.338433667;43.97071167
-72.24498385;59.91849515;-7;0.435;-2.116295;0.503401285;-4.338433667;43.97071167
-72.16164615;59.91849515;-7.1;0.44;-2.116295;0.503401285;-4.338433667;43.97071167
-72.07830845;59.91849515;-7;0.436;-2.116295;0.503401285;-4.338433667;43.97071167
-71.99497075;59.91849515;-7;0.438;-2.141361583;0.496767683;-4.368372583;43.33428592
-71.91163305;59.91849515;-7.2;0.443;-2.141361583;0.496767683;-4.368372583;43.33428592
-71.82829535;59.91849515;-7.3;0.447;-2.141361583;0.496767683;-4.368372583;43.33428592
-71.74495765;59.91849515;-7.2;0.443;-2.141361583;0.496767683;-4.368372583;43.33428592
-71.66161995;59.91849515;-7.5;0.452;-2.307719667;0.49490871;-4.536572;43.11767583
-71.57828225;59.91849515;-7.5;0.452;-2.307719667;0.49490871;-4.536572;43.11767583
-71.49494455;59.91849515;-7.5;0.454;-2.307719667;0.49490871;-4.536572;43.11767583
-71.41160685;59.91849515;-7.5;0.455;-2.307719667;0.49490871;-4.536572;43.11767583
-71.32826915;59.91849515;-7.4;0.453;-2.3450305;0.487456427;-4.578348833;42.43885658
-71.24493145;59.91849515;-7.4;0.452;-2.3450305;0.487456427;-4.578348833;42.43885658
-71.16159375;59.91849515;-7.3;0.449;-2.3450305;0.487456427;-4.578348833;42.43885658
-71.07825605;59.91849515;-7.1;0.446;-2.3450305;0.487456427;-4.578348833;42.43885658
-70.99491835;59.91849515;-7.1;0.445;-2.26486775;0.481701842;-4.506710833;41.94915558
-70.91158065;59.91849515;-7.1;0.445;-2.26486775;0.481701842;-4.506710833;41.94915558
-70.82824295;59.91849515;-7;0.443;-2.26486775;0.481701842;-4.506710833;41.94915558
-70.74490525;59.91849515;-6.9;0.441;-2.26486775;0.481701842;-4.506710833;41.94915558
-70.66156755;59.91849515;-6.8;0.44;-2.049752;0.477332801;-4.307586667;41.558136
-70.57822985;59.91849515;-6.6;0.436;-2.049752;0.477332801;-4.307586667;41.558136
-70.49489215;59.91849515;-6.6;0.434;-2.049752;0.477332801;-4.307586667;41.558136
-70.41155445;59.91849515;-6.5;0.435;-2.049752;0.477332801;-4.307586667;41.558136
-70.32821675;59.91849515;-6.5;0.434;-1.871819;0.47876795;-4.152777333;41.60654867
-70.24487905;59.91849515;-6.5;0.435;-1.871819;0.47876795;-4.152777333;41.60654867
-70.16154135;59.91849515;-6.5;0.435;-1.871819;0.47876795;-4.152777333;41.60654867
-70.07820365;59.91849515;-6.4;0.434;-1.871819;0.47876795;-4.152777333;41.60654867
-69.99486595;59.91849515;-6.3;0.432;-1.528411583;0.47413315;-3.8205495;41.06437483
-69.91152825;59.91849515;-6.2;0.429;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.82819055;59.91849515;-6.2;0.43;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.74485285;59.91849515;-6.2;0.431;-1.489804167;0.462205929;-3.774428417;39.86215158
-69.66151515;59.91849515;-6.2;0.432;-1.219851167;0.459242275;-3.509122167;39.45197542
-65.24461705;59.91849515;-5.5;0.474;-0.385332583;0.509445702;-2.550128917;44.74052192
-65.16127935;59.91849515;-5.5;0.475;-0.385332583;0.509445702;-2.550128917;44.74052192
-65.07794165;59.91849515;-5.6;0.48;-0.80054225;0.527539307;-2.990465417;46.21276767
-64.99460395;59.91849515;-5.9;0.491;-0.80054225;0.527539307;-2.990465417;46.21276767
-64.91126625;59.91849515;-6.1;0.497;-0.80054225;0.527539307;-2.990465417;46.21276767
-64.82792855;59.91849515;-6.2;0.501;-0.80054225;0.527539307;-2.990465417;46.21276767
-64.74459085;59.91849515;-6.3;0.507;-1.473127667;0.55273812;-3.679851;48.38242025
-64.66125315;59.91849515;-6.3;0.508;-1.473127667;0.55273812;-3.679851;48.38242025
-64.57791545;59.91849515;-6.7;0.521;-1.473127667;0.55273812;-3.679851;48.38242025
-64.49457775;59.91849515;-6.9;0.529;-1.473127667;0.55273812;-3.679851;48.38242025
-77.49525895;59.83515745;-7;0.406;-1.89969375;0.472408153;-4.026331167;40.55540825
-77.41192125;59.83515745;-7;0.407;-1.89969375;0.472408153;-4.026331167;40.55540825
-77.32858355;59.83515745;-7.1;0.409;-1.89969375;0.472408153;-4.026331167;40.55540825
-77.24524585;59.83515745;-7.1;0.41;-1.89054075;0.474757632;-4.025483167;40.96429142
-77.16190815;59.83515745;-7.1;0.411;-1.89054075;0.474757632;-4.025483167;40.96429142
-77.07857045;59.83515745;-7.2;0.413;-1.89054075;0.474757632;-4.025483167;40.96429142
-76.99523275;59.83515745;-7.2;0.414;-1.89054075;0.474757632;-4.025483167;40.96429142
-76.91189505;59.83515745;-7.2;0.416;-2.012388333;0.488414617;-4.157569167;42.21846725
-76.82855735;59.83515745;-7.3;0.419;-2.012388333;0.488414617;-4.157569167;42.21846725
-76.74521965;59.83515745;-7.3;0.419;-2.012388333;0.488414617;-4.157569167;42.21846725
-76.66188195;59.83515745;-7.2;0.418;-2.012388333;0.488414617;-4.157569167;42.21846725
-76.57854425;59.83515745;-7.2;0.418;-1.924645;0.491456582;-4.080676083;42.47343467
-76.49520655;59.83515745;-7.2;0.419;-1.924645;0.491456582;-4.080676083;42.47343467
-76.41186885;59.83515745;-7.3;0.421;-1.924645;0.491456582;-4.080676083;42.47343467
-76.32853115;59.83515745;-7.3;0.422;-2.089387083;0.509521387;-4.249396667;44.16534575
-76.24519345;59.83515745;-7.3;0.423;-2.089387083;0.509521387;-4.249396667;44.16534575
-76.16185575;59.83515745;-7.4;0.426;-2.089387083;0.509521387;-4.249396667;44.16534575
-76.07851805;59.83515745;-7.4;0.426;-2.089387083;0.509521387;-4.249396667;44.16534575
-75.99518035;59.83515745;-7.3;0.425;-2.047844;0.516399906;-4.212157667;44.94775592
-75.91184265;59.83515745;-7.3;0.426;-2.047844;0.516399906;-4.212157667;44.94775592
-75.82850495;59.83515745;-7.4;0.429;-2.047844;0.516399906;-4.212157667;44.94775592
-75.74516725;59.83515745;-7.4;0.429;-2.047844;0.516399906;-4.212157667;44.94775592
