lon;lat;annual_mean_temp;annual_pp;annual_mean_temp_2080;annual_pp_2080;annual_mean_temp_2050;annual_pp_2050
-78.07862285;62.33528845;-8.4;0.346;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.99528515;62.33528845;-8.5;0.35;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.91194745;62.33528845;-8.8;0.356;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.82860975;62.33528845;-9;0.362;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.74527205;62.33528845;-9.1;0.366;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.66193435;62.33528845;-9.2;0.369;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.57859665;62.33528845;-9.5;0.377;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.49525895;62.33528845;-9.7;0.383;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.41192125;62.33528845;-9.9;0.388;-3.830042667;0.460053293;-6.0886125;39.57930025
-77.32858355;62.33528845;-9.9;0.389;-3.830042667;0.460053293;-6.0886125;39.57930025
-77.24524585;62.33528845;-10.2;0.396;-3.830042667;0.460053293;-6.0886125;39.57930025
-77.16190815;62.33528845;-10.2;0.397;-3.830042667;0.460053293;-6.0886125;39.57930025
-77.07857045;62.33528845;-10;0.392;-3.726381833;0.478754482;-5.982441;41.11984508
-76.99523275;62.33528845;-10.1;0.396;-3.726381833;0.478754482;-5.982441;41.11984508
-76.91189505;62.33528845;-10.2;0.399;-3.726381833;0.478754482;-5.982441;41.11984508
-76.82855735;62.33528845;-10.2;0.399;-3.726381833;0.478754482;-5.982441;41.11984508
-76.74521965;62.33528845;-10.2;0.401;-3.726381833;0.478754482;-5.982441;41.11984508
-76.66188195;62.33528845;-10.2;0.401;-3.229316583;0.476742045;-5.497351667;40.95834858
-76.57854425;62.33528845;-9.9;0.393;-3.229316583;0.476742045;-5.497351667;40.95834858
-76.49520655;62.33528845;-9.4;0.382;-3.229316583;0.476742045;-5.497351667;40.95834858
-76.41186885;62.33528845;-9.2;0.377;-3.229316583;0.476742045;-5.497351667;40.95834858
-76.32853115;62.33528845;-9.4;0.383;-2.820904083;0.484185563;-5.118139917;41.3918185
-76.24519345;62.33528845;-9.6;0.388;-2.820904083;0.484185563;-5.118139917;41.3918185
-76.16185575;62.33528845;-9;0.373;-2.820904083;0.484185563;-5.118139917;41.3918185
-76.07851805;62.33528845;-8.7;0.366;-2.820904083;0.484185563;-5.118139917;41.3918185
-75.99518035;62.33528845;-8.6;0.365;-2.442900417;0.490567398;-4.768168333;41.67485308
-75.91184265;62.33528845;-8.2;0.357;-2.442900417;0.490567398;-4.768168333;41.67485308
-74.24508865;62.33528845;-7.9;0.358;-2.1453515;0.478282078;-4.396078667;41.18484225
-74.16175095;62.33528845;-7.9;0.36;-2.1453515;0.478282078;-4.396078667;41.18484225
-74.07841325;62.33528845;-8.1;0.364;-2.1453515;0.478282078;-4.396078667;41.18484225
-73.99507555;62.33528845;-8.2;0.368;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.91173785;62.33528845;-8.4;0.371;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.82840015;62.33528845;-8.5;0.375;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.74506245;62.33528845;-8.8;0.381;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.66172475;62.33528845;-8.6;0.377;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.57838705;62.33528845;-8.3;0.37;-2.822922583;0.496747356;-5.090124;42.31279508
-73.49504935;62.33528845;-8.2;0.368;-2.822922583;0.496747356;-5.090124;42.31279508
-73.41171165;62.33528845;-8.5;0.376;-2.822922583;0.496747356;-5.090124;42.31279508
-73.32837395;62.33528845;-8.3;0.37;-2.822922583;0.496747356;-5.090124;42.31279508
-78.16196055;62.25195075;-8.4;0.347;-2.50466925;0.383169962;-4.854019083;32.53538358
-78.07862285;62.25195075;-8.5;0.351;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.99528515;62.25195075;-8.7;0.355;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.91194745;62.25195075;-8.8;0.359;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.82860975;62.25195075;-9;0.363;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.74527205;62.25195075;-9.1;0.368;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.66193435;62.25195075;-9.2;0.37;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.57859665;62.25195075;-9.3;0.374;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.49525895;62.25195075;-9.5;0.38;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.41192125;62.25195075;-9.5;0.381;-3.529971083;0.451339158;-5.771567167;38.84807192
-77.32858355;62.25195075;-9.7;0.385;-3.529971083;0.451339158;-5.771567167;38.84807192
-77.24524585;62.25195075;-10;0.393;-3.529971083;0.451339158;-5.771567167;38.84807192
-77.16190815;62.25195075;-10.1;0.396;-3.529971083;0.451339158;-5.771567167;38.84807192
-77.07857045;62.25195075;-9.8;0.389;-3.542148083;0.472617382;-5.774870083;40.57633283
-76.99523275;62.25195075;-10;0.395;-3.542148083;0.472617382;-5.774870083;40.57633283
-76.91189505;62.25195075;-9.9;0.392;-3.542148083;0.472617382;-5.774870083;40.57633283
-76.82855735;62.25195075;-10.1;0.399;-3.542148083;0.472617382;-5.774870083;40.57633283
-76.74521965;62.25195075;-10.1;0.401;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.66188195;62.25195075;-10.1;0.401;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.57854425;62.25195075;-9.9;0.396;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.49520655;62.25195075;-9.4;0.384;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.41186885;62.25195075;-9.3;0.383;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.32853115;62.25195075;-9.6;0.391;-2.973070667;0.486563622;-5.228317167;41.67670817
-76.24519345;62.25195075;-9.7;0.393;-2.973070667;0.486563622;-5.228317167;41.67670817
-76.16185575;62.25195075;-9.4;0.385;-2.973070667;0.486563622;-5.228317167;41.67670817
-76.07851805;62.25195075;-9.1;0.378;-2.973070667;0.486563622;-5.228317167;41.67670817
-75.99518035;62.25195075;-9.4;0.386;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.91184265;62.25195075;-9.2;0.381;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.82850495;62.25195075;-8.9;0.375;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.74516725;62.25195075;-8.6;0.37;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.66182955;62.25195075;-8.3;0.361;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.57849185;62.25195075;-8.2;0.361;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.49515415;62.25195075;-9;0.38;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.41181645;62.25195075;-9;0.382;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.32847875;62.25195075;-9.3;0.389;-2.843938583;0.53958021;-5.175836833;45.98816058
-75.24514105;62.25195075;-9;0.383;-2.843938583;0.53958021;-5.175836833;45.98816058
-75.16180335;62.25195075;-8.9;0.38;-2.312478;0.525830714;-4.717571917;44.59923783
-75.07846565;62.25195075;-8.7;0.377;-2.312478;0.525830714;-4.717571917;44.59923783
-74.99512795;62.25195075;-8.6;0.375;-2.057439917;0.503928774;-4.396368;43.10410442
-74.91179025;62.25195075;-7.9;0.358;-2.057439917;0.503928774;-4.396368;43.10410442
-74.74511485;62.25195075;-7.9;0.359;-2.057439917;0.503928774;-4.396368;43.10410442
-74.66177715;62.25195075;-8;0.363;-2.068519333;0.487218763;-4.31449025;42.04732858
-74.57843945;62.25195075;-7.9;0.359;-2.068519333;0.487218763;-4.31449025;42.04732858
-74.41176405;62.25195075;-7.9;0.362;-2.068519333;0.487218763;-4.31449025;42.04732858
-74.32842635;62.25195075;-8;0.363;-2.1453515;0.478282078;-4.396078667;41.18484225
-74.24508865;62.25195075;-8.1;0.367;-2.1453515;0.478282078;-4.396078667;41.18484225
-74.16175095;62.25195075;-8.4;0.373;-2.1453515;0.478282078;-4.396078667;41.18484225
-74.07841325;62.25195075;-8.6;0.379;-2.1453515;0.478282078;-4.396078667;41.18484225
-73.99507555;62.25195075;-9;0.388;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.91173785;62.25195075;-8.9;0.387;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.82840015;62.25195075;-9.1;0.391;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.74506245;62.25195075;-9.4;0.399;-2.729936333;0.497833543;-4.980410583;42.65598075
-73.66172475;62.25195075;-9.2;0.396;-2.822922583;0.496747356;-5.090124;42.31279508
-73.57838705;62.25195075;-9;0.391;-2.822922583;0.496747356;-5.090124;42.31279508
-73.49504935;62.25195075;-8.7;0.383;-2.822922583;0.496747356;-5.090124;42.31279508
-73.41171165;62.25195075;-8.8;0.386;-2.822922583;0.496747356;-5.090124;42.31279508
-73.32837395;62.25195075;-8.9;0.389;-2.822922583;0.496747356;-5.090124;42.31279508
-73.24503625;62.25195075;-8.3;0.373;-2.637001083;0.487742256;-4.89592825;41.35440483
-73.16169855;62.25195075;-7.8;0.362;-2.637001083;0.487742256;-4.89592825;41.35440483
-73.07836085;62.25195075;-7.8;0.362;-2.637001083;0.487742256;-4.89592825;41.35440483
-78.24529825;62.16861305;-8.3;0.348;-2.50466925;0.383169962;-4.854019083;32.53538358
-78.16196055;62.16861305;-8.3;0.349;-2.50466925;0.383169962;-4.854019083;32.53538358
-78.07862285;62.16861305;-8.5;0.353;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.99528515;62.16861305;-8.6;0.356;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.91194745;62.16861305;-8.7;0.36;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.82860975;62.16861305;-8.8;0.362;-2.801670583;0.390736478;-5.105966417;33.49715933
-77.74527205;62.16861305;-9;0.367;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.66193435;62.16861305;-9.1;0.37;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.57859665;62.16861305;-9.1;0.371;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.49525895;62.16861305;-9.2;0.375;-3.275225417;0.420371278;-5.532280667;36.26621633
-77.41192125;62.16861305;-9.2;0.375;-3.529971083;0.451339158;-5.771567167;38.84807192
-77.32858355;62.16861305;-9.4;0.381;-3.529971083;0.451339158;-5.771567167;38.84807192
-77.24524585;62.16861305;-9.5;0.383;-3.529971083;0.451339158;-5.771567167;38.84807192
-77.16190815;62.16861305;-9.6;0.388;-3.529971083;0.451339158;-5.771567167;38.84807192
-77.07857045;62.16861305;-9.5;0.385;-3.542148083;0.472617382;-5.774870083;40.57633283
-76.99523275;62.16861305;-9.7;0.39;-3.542148083;0.472617382;-5.774870083;40.57633283
-76.91189505;62.16861305;-9.7;0.391;-3.542148083;0.472617382;-5.774870083;40.57633283
-76.82855735;62.16861305;-9.7;0.393;-3.542148083;0.472617382;-5.774870083;40.57633283
-76.74521965;62.16861305;-9.8;0.395;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.66188195;62.16861305;-9.9;0.397;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.57854425;62.16861305;-10;0.4;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.49520655;62.16861305;-9.8;0.397;-3.41158525;0.488557268;-5.6572785;41.90883608
-76.41186885;62.16861305;-9.3;0.384;-2.973070667;0.486563622;-5.228317167;41.67670817
-76.32853115;62.16861305;-9.2;0.383;-2.973070667;0.486563622;-5.228317167;41.67670817
-76.24519345;62.16861305;-9.2;0.382;-2.973070667;0.486563622;-5.228317167;41.67670817
-76.16185575;62.16861305;-9;0.378;-2.973070667;0.486563622;-5.228317167;41.67670817
-76.07851805;62.16861305;-9;0.378;-2.973070667;0.486563622;-5.228317167;41.67670817
-75.99518035;62.16861305;-9.2;0.384;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.91184265;62.16861305;-9.1;0.383;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.82850495;62.16861305;-8.8;0.375;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.74516725;62.16861305;-8.4;0.366;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.66182955;62.16861305;-8.6;0.372;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.57849185;62.16861305;-9.1;0.385;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.49515415;62.16861305;-9.5;0.397;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.41181645;62.16861305;-9.2;0.388;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.32847875;62.16861305;-9.7;0.401;-2.843938583;0.53958021;-5.175836833;45.98816058
-75.24514105;62.16861305;-9.8;0.406;-2.843938583;0.53958021;-5.175836833;45.98816058
-75.16180335;62.16861305;-9.1;0.388;-2.843938583;0.53958021;-5.175836833;45.98816058
-75.07846565;62.16861305;-10;0.412;-2.843938583;0.53958021;-5.175836833;45.98816058
-74.99512795;62.16861305;-9.8;0.406;-2.671719583;0.528467888;-4.974767833;45.307042
-74.91179025;62.16861305;-8.7;0.379;-2.671719583;0.528467888;-4.974767833;45.307042
-74.82845255;62.16861305;-8.5;0.376;-2.671719583;0.528467888;-4.974767833;45.307042
-74.74511485;62.16861305;-8.2;0.369;-2.671719583;0.528467888;-4.974767833;45.307042
-74.66177715;62.16861305;-8.9;0.386;-2.424791917;0.506364593;-4.687321833;43.68975417
-74.57843945;62.16861305;-9;0.389;-2.424791917;0.506364593;-4.687321833;43.68975417
-74.49510175;62.16861305;-8.4;0.377;-2.424791917;0.506364593;-4.687321833;43.68975417
-74.41176405;62.16861305;-8.8;0.385;-2.424791917;0.506364593;-4.687321833;43.68975417
-74.32842635;62.16861305;-8.8;0.386;-2.542746;0.503522533;-4.80287225;43.29843942
-74.24508865;62.16861305;-8.5;0.38;-2.542746;0.503522533;-4.80287225;43.29843942
-74.16175095;62.16861305;-8.7;0.384;-2.542746;0.503522533;-4.80287225;43.29843942
-74.07841325;62.16861305;-8.8;0.387;-2.542746;0.503522533;-4.80287225;43.29843942
-73.99507555;62.16861305;-9.1;0.394;-2.89309;0.511611223;-5.14887375;43.78100817
-73.91173785;62.16861305;-9.5;0.404;-2.89309;0.511611223;-5.14887375;43.78100817
-73.82840015;62.16861305;-9.6;0.408;-2.89309;0.511611223;-5.14887375;43.78100817
-73.74506245;62.16861305;-9.7;0.41;-2.89309;0.511611223;-5.14887375;43.78100817
-73.66172475;62.16861305;-9.7;0.41;-3.180852167;0.520754417;-5.452357167;44.31244442
-73.57838705;62.16861305;-9.8;0.414;-3.180852167;0.520754417;-5.452357167;44.31244442
-73.49504935;62.16861305;-9.6;0.408;-2.822922583;0.496747356;-5.090124;42.31279508
-73.41171165;62.16861305;-9.6;0.41;-2.822922583;0.496747356;-5.090124;42.31279508
-73.32837395;62.16861305;-9.5;0.407;-2.637001083;0.487742256;-4.89592825;41.35440483
-73.24503625;62.16861305;-9.2;0.399;-2.637001083;0.487742256;-4.89592825;41.35440483
-73.16169855;62.16861305;-8.6;0.384;-2.637001083;0.487742256;-4.89592825;41.35440483
-73.07836085;62.16861305;-8;0.371;-2.637001083;0.487742256;-4.89592825;41.35440483
-72.99502315;62.16861305;-7.8;0.365;-2.637001083;0.487742256;-4.89592825;41.35440483
-72.91168545;62.16861305;-7.8;0.366;-1.981090917;0.458276693;-4.220892083;38.85990283
-72.82834775;62.16861305;-7.7;0.364;-1.981090917;0.458276693;-4.220892083;38.85990283
-78.24529825;62.08527535;-8.3;0.349;-2.48254725;0.388106029;-4.826175833;33.080452
-78.16196055;62.08527535;-8.3;0.351;-2.48254725;0.388106029;-4.826175833;33.080452
-78.07862285;62.08527535;-8.5;0.356;-2.63189125;0.396901728;-4.93200075;33.97036883
-77.99528515;62.08527535;-8.5;0.357;-2.63189125;0.396901728;-4.93200075;33.97036883
-77.91194745;62.08527535;-8.6;0.359;-2.63189125;0.396901728;-4.93200075;33.97036883
-77.82860975;62.08527535;-8.6;0.361;-2.63189125;0.396901728;-4.93200075;33.97036883
-77.74527205;62.08527535;-8.8;0.365;-2.969345167;0.417080414;-5.2005625;35.73325383
-77.66193435;62.08527535;-8.9;0.369;-2.969345167;0.417080414;-5.2005625;35.73325383
-77.57859665;62.08527535;-8.9;0.37;-2.969345167;0.417080414;-5.2005625;35.73325383
-77.49525895;62.08527535;-8.9;0.37;-2.969345167;0.417080414;-5.2005625;35.73325383
-77.41192125;62.08527535;-9;0.373;-3.07415675;0.436773783;-5.290620333;37.43989592
-77.32858355;62.08527535;-9.1;0.376;-3.07415675;0.436773783;-5.290620333;37.43989592
-77.24524585;62.08527535;-8.9;0.373;-3.07415675;0.436773783;-5.290620333;37.43989592
-77.16190815;62.08527535;-9.2;0.379;-3.07415675;0.436773783;-5.290620333;37.43989592
-77.07857045;62.08527535;-9.3;0.383;-3.26909375;0.463371607;-5.47989575;39.7330645
-76.99523275;62.08527535;-9.3;0.383;-3.26909375;0.463371607;-5.47989575;39.7330645
-76.91189505;62.08527535;-9.3;0.385;-3.26909375;0.463371607;-5.47989575;39.7330645
-76.82855735;62.08527535;-9.5;0.39;-3.26909375;0.463371607;-5.47989575;39.7330645
-76.74521965;62.08527535;-9.7;0.394;-3.389657083;0.490847596;-5.614700167;41.98412883
-76.66188195;62.08527535;-9.8;0.397;-3.389657083;0.490847596;-5.614700167;41.98412883
-76.57854425;62.08527535;-9.8;0.398;-3.389657083;0.490847596;-5.614700167;41.98412883
-76.49520655;62.08527535;-9.7;0.396;-3.389657083;0.490847596;-5.614700167;41.98412883
-76.41186885;62.08527535;-9.4;0.39;-3.188640917;0.499977014;-5.4256285;42.67128333
-76.32853115;62.08527535;-9.2;0.386;-3.188640917;0.499977014;-5.4256285;42.67128333
-76.24519345;62.08527535;-9;0.381;-3.188640917;0.499977014;-5.4256285;42.67128333
-76.16185575;62.08527535;-9.2;0.386;-3.188640917;0.499977014;-5.4256285;42.67128333
-76.07851805;62.08527535;-9.1;0.384;-3.131395;0.515098555;-5.371413417;43.927145
-75.99518035;62.08527535;-9;0.381;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.91184265;62.08527535;-9.1;0.386;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.82850495;62.08527535;-8.7;0.377;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.74516725;62.08527535;-9;0.385;-2.748411667;0.493762381;-5.00951475;42.24373542
-75.66182955;62.08527535;-9.6;0.399;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.57849185;62.08527535;-9.9;0.408;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.49515415;62.08527535;-9.9;0.409;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.41181645;62.08527535;-9.9;0.409;-2.74145775;0.516362898;-5.037534833;44.05833925
-75.32847875;62.08527535;-10;0.413;-2.843938583;0.53958021;-5.175836833;45.98816058
-75.24514105;62.08527535;-9.9;0.412;-2.843938583;0.53958021;-5.175836833;45.98816058
-75.16180335;62.08527535;-9.7;0.405;-2.843938583;0.53958021;-5.175836833;45.98816058
-75.07846565;62.08527535;-10;0.415;-2.843938583;0.53958021;-5.175836833;45.98816058
-74.99512795;62.08527535;-9.7;0.408;-2.671719583;0.528467888;-4.974767833;45.307042
-74.91179025;62.08527535;-9.3;0.396;-2.671719583;0.528467888;-4.974767833;45.307042
-74.82845255;62.08527535;-8.9;0.387;-2.671719583;0.528467888;-4.974767833;45.307042
-74.74511485;62.08527535;-8.9;0.388;-2.671719583;0.528467888;-4.974767833;45.307042
-74.66177715;62.08527535;-8.5;0.381;-2.424791917;0.506364593;-4.687321833;43.68975417
-74.57843945;62.08527535;-8.5;0.38;-2.424791917;0.506364593;-4.687321833;43.68975417
-74.49510175;62.08527535;-8.4;0.38;-2.424791917;0.506364593;-4.687321833;43.68975417
-74.41176405;62.08527535;-8.7;0.385;-2.424791917;0.506364593;-4.687321833;43.68975417
-74.32842635;62.08527535;-8.4;0.379;-2.542746;0.503522533;-4.80287225;43.29843942
-74.24508865;62.08527535;-8.7;0.386;-2.542746;0.503522533;-4.80287225;43.29843942
-74.16175095;62.08527535;-8.9;0.391;-2.542746;0.503522533;-4.80287225;43.29843942
-74.07841325;62.08527535;-8.7;0.387;-2.542746;0.503522533;-4.80287225;43.29843942
-73.99507555;62.08527535;-9.3;0.402;-2.89309;0.511611223;-5.14887375;43.78100817
-73.91173785;62.08527535;-9.2;0.401;-2.89309;0.511611223;-5.14887375;43.78100817
-73.82840015;62.08527535;-9.6;0.41;-2.89309;0.511611223;-5.14887375;43.78100817
-73.74506245;62.08527535;-9.6;0.412;-2.89309;0.511611223;-5.14887375;43.78100817
-73.66172475;62.08527535;-9.9;0.419;-3.180852167;0.520754417;-5.452357167;44.31244442
-73.57838705;62.08527535;-9.9;0.419;-3.180852167;0.520754417;-5.452357167;44.31244442
-73.49504935;62.08527535;-10;0.422;-3.180852167;0.520754417;-5.452357167;44.31244442
-73.41171165;62.08527535;-9.7;0.415;-3.180852167;0.520754417;-5.452357167;44.31244442
-73.32837395;62.08527535;-9.4;0.407;-3.023615;0.507442141;-5.298743917;43.12477808
-73.24503625;62.08527535;-9.4;0.408;-3.023615;0.507442141;-5.298743917;43.12477808
-73.16169855;62.08527535;-8.8;0.392;-3.023615;0.507442141;-5.298743917;43.12477808
-73.07836085;62.08527535;-8.2;0.379;-3.023615;0.507442141;-5.298743917;43.12477808
-72.99502315;62.08527535;-8.1;0.376;-2.588982167;0.484865675;-4.878840833;41.24072725
-72.91168545;62.08527535;-8.2;0.378;-2.588982167;0.484865675;-4.878840833;41.24072725
-72.82834775;62.08527535;-8;0.372;-2.588982167;0.484865675;-4.878840833;41.24072725
-72.74501005;62.08527535;-8.1;0.377;-2.588982167;0.484865675;-4.878840833;41.24072725
-72.66167235;62.08527535;-8.2;0.379;-2.150407167;0.463532004;-4.41646925;39.53951517
-72.49499695;62.08527535;-7.6;0.366;-2.150407167;0.463532004;-4.41646925;39.53951517
-78.16196055;62.00193765;-8.3;0.352;-2.48254725;0.388106029;-4.826175833;33.080452
-78.07862285;62.00193765;-8.4;0.356;-2.63189125;0.396901728;-4.93200075;33.97036883
-77.99528515;62.00193765;-8.5;0.359;-2.63189125;0.396901728;-4.93200075;33.97036883
-77.91194745;62.00193765;-8.4;0.358;-2.63189125;0.396901728;-4.93200075;33.97036883
-77.82860975;62.00193765;-8.5;0.36;-2.63189125;0.396901728;-4.93200075;33.97036883
-77.74527205;62.00193765;-8.6;0.363;-2.969345167;0.417080414;-5.2005625;35.73325383
-77.66193435;62.00193765;-8.7;0.365;-2.969345167;0.417080414;-5.2005625;35.73325383
-77.57859665;62.00193765;-8.6;0.366;-2.969345167;0.417080414;-5.2005625;35.73325383
-77.49525895;62.00193765;-8.6;0.365;-2.969345167;0.417080414;-5.2005625;35.73325383
-77.41192125;62.00193765;-8.8;0.37;-3.07415675;0.436773783;-5.290620333;37.43989592
-77.32858355;62.00193765;-8.7;0.37;-3.07415675;0.436773783;-5.290620333;37.43989592
-77.24524585;62.00193765;-8.8;0.371;-3.07415675;0.436773783;-5.290620333;37.43989592
